id,video_path,frame_dir,seg_dir,ground_truth
15July_2010_Thursday_tagesschau_default-4,video/test/15July_2010_Thursday_tagesschau_default-4/15July_2010_Thursday_tagesschau_default-4.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/15July_2010_Thursday_tagesschau_default-4/1,CSLR-IIGA/segmentation/test/15July_2010_Thursday_tagesschau_default-4,SUEDOST LOCKER NACHT KOENNEN GEWITTER SPAETER SUEDOST
15March_2011_Tuesday_tagesschau_default-2,video/test/15March_2011_Tuesday_tagesschau_default-2/15March_2011_Tuesday_tagesschau_default-2.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/15March_2011_Tuesday_tagesschau_default-2/1,CSLR-IIGA/segmentation/test/15March_2011_Tuesday_tagesschau_default-2,__ON__ SKANDINAVIEN IX HOCH MEHR KOMMEN GLEICH SPANIEN
15March_2011_Tuesday_tagesschau_default-4,video/test/15March_2011_Tuesday_tagesschau_default-4/15March_2011_Tuesday_tagesschau_default-4.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/15March_2011_Tuesday_tagesschau_default-4/1,CSLR-IIGA/segmentation/test/15March_2011_Tuesday_tagesschau_default-4,FLUSS BIS L REGION WOLKE SONST KLAR LOCKER REGION ABER NACHT MEHR WOLKE __OFF__
15May_2010_Saturday_tagesschau_default-4,video/test/15May_2010_Saturday_tagesschau_default-4/15May_2010_Saturday_tagesschau_default-4.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/15May_2010_Saturday_tagesschau_default-4/1,CSLR-IIGA/segmentation/test/15May_2010_Saturday_tagesschau_default-4,MORGEN SUEDOST WOLKE HAUPTSAECHLICH ALPEN MOEGLICH REGEN 
15May_2010_Saturday_tagesschau_default-8,video/test/15May_2010_Saturday_tagesschau_default-8/15May_2010_Saturday_tagesschau_default-8.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/15May_2010_Saturday_tagesschau_default-8/1,CSLR-IIGA/segmentation/test/15May_2010_Saturday_tagesschau_default-8,__ON__ HEUTE NACHT ACHT BIS ZWEI GRAD KLAR HIMMEL MOEGLICH BODEN FROST __OFF__
15October_2009_Thursday_tagesschau_default-6,video/test/15October_2009_Thursday_tagesschau_default-6/15October_2009_Thursday_tagesschau_default-6.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/15October_2009_Thursday_tagesschau_default-6/1,CSLR-IIGA/segmentation/test/15October_2009_Thursday_tagesschau_default-6,BERG OBEN UNTEN AUCH  SUEDWEST ZUERST GUT REGION HAUPTSAECHLICH REGEN __OFF__
16December_2009_Wednesday_tagesschau_default-0,video/test/16December_2009_Wednesday_tagesschau_default-0/16December_2009_Wednesday_tagesschau_default-0.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/16December_2009_Wednesday_tagesschau_default-0/1,CSLR-IIGA/segmentation/test/16December_2009_Wednesday_tagesschau_default-0,__ON__ JETZT WETTER MORGEN DONNERSTAG SIEBZEHN DEZEMBER __OFF__
16December_2009_Wednesday_tagesschau_default-7,video/test/16December_2009_Wednesday_tagesschau_default-7/16December_2009_Wednesday_tagesschau_default-7.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/16December_2009_Wednesday_tagesschau_default-7/1,CSLR-IIGA/segmentation/test/16December_2009_Wednesday_tagesschau_default-7,TAG AUCH SCHEINEN IX WEST IX SCHNEE SCHEINEN MOEGLICH GLATT MITTE MAL KLAR HIMMEL __OFF__
16February_2010_Tuesday_tagesschau_default-12,video/test/16February_2010_Tuesday_tagesschau_default-12/16February_2010_Tuesday_tagesschau_default-12.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/16February_2010_Tuesday_tagesschau_default-12/1,CSLR-IIGA/segmentation/test/16February_2010_Tuesday_tagesschau_default-12,__ON__ WEST TAG REGEN IX KOENNEN SCHNEE REGEN KALT FROST __OFF__
16February_2010_Tuesday_tagesschau_default-5,video/test/16February_2010_Tuesday_tagesschau_default-5/16February_2010_Tuesday_tagesschau_default-5.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/16February_2010_Tuesday_tagesschau_default-5/1,CSLR-IIGA/segmentation/test/16February_2010_Tuesday_tagesschau_default-5,__ON__ LUFT MILD VIEL WOLKE SCHNEE REGEN BODEN GLATT KOENNEN __OFF__
16July_2009_Thursday_tagesschau_default-5,video/test/16July_2009_Thursday_tagesschau_default-5/16July_2009_Thursday_tagesschau_default-5.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/16July_2009_Thursday_tagesschau_default-5/1,CSLR-IIGA/segmentation/test/16July_2009_Thursday_tagesschau_default-5,HEUTE ABEND SUED REGION NOCH REGEN GEWITTER REGION KLAR HIMMEL BISSCHEN WOLKE 
16June_2010_Wednesday_tagesschau_default-2,video/test/16June_2010_Wednesday_tagesschau_default-2/16June_2010_Wednesday_tagesschau_default-2.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/16June_2010_Wednesday_tagesschau_default-2/1,CSLR-IIGA/segmentation/test/16June_2010_Wednesday_tagesschau_default-2,__ON__ NORD MITTE REGION HEUTE NACHT KLAR STERN KOENNEN SEHEN SUED REGEN HOEHER __OFF__
16March_2011_Wednesday_tagesschau_default-6,video/test/16March_2011_Wednesday_tagesschau_default-6/16March_2011_Wednesday_tagesschau_default-6.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/16March_2011_Wednesday_tagesschau_default-6/1,CSLR-IIGA/segmentation/test/16March_2011_Wednesday_tagesschau_default-6,TAG AUCH NORD WEST MEHR TROCKEN REGION REST REGION ORT REGEN
16March_2011_Wednesday_tagesschau_default-8,video/test/16March_2011_Wednesday_tagesschau_default-8/16March_2011_Wednesday_tagesschau_default-8.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/16March_2011_Wednesday_tagesschau_default-8/1,CSLR-IIGA/segmentation/test/16March_2011_Wednesday_tagesschau_default-8,MAESSIG WEHEN SCHWACH MAESSIG WEHEN NORD SEE BISSCHEN WEHEN NORD WEHEN
16May_2010_Sunday_tagesschau_default-3,video/test/16May_2010_Sunday_tagesschau_default-3/16May_2010_Sunday_tagesschau_default-3.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/16May_2010_Sunday_tagesschau_default-3/1,CSLR-IIGA/segmentation/test/16May_2010_Sunday_tagesschau_default-3,IN-KOMMEND REGION TIEF DRUCK ENORM LUFT BLEIBEN __OFF__
16November_2009_Monday_tagesschau_default-9,video/test/16November_2009_Monday_tagesschau_default-9/16November_2009_Monday_tagesschau_default-9.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/16November_2009_Monday_tagesschau_default-9/1,CSLR-IIGA/segmentation/test/16November_2009_Monday_tagesschau_default-9,__ON__ MITTWOCH DONNERSTAG NORD WIND BLEIBEN TEIL REGEN VON-UNTEN NACH-NORD MEHR FREUNDLICH
16September_2010_Thursday_tagesschau_default-10,video/test/16September_2010_Thursday_tagesschau_default-10/16September_2010_Thursday_tagesschau_default-10.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/16September_2010_Thursday_tagesschau_default-10/1,CSLR-IIGA/segmentation/test/16September_2010_Thursday_tagesschau_default-10,ALPEN BISSCHEN TROPFEN REGEN SONNTAG NORD ALPEN IX SONNE WOLKE  SCHAUER SONST REGION FREUNDLICH __OFF__
16September_2010_Thursday_tagesschau_default-6,video/test/16September_2010_Thursday_tagesschau_default-6/16September_2010_Thursday_tagesschau_default-6.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/16September_2010_Thursday_tagesschau_default-6/1,CSLR-IIGA/segmentation/test/16September_2010_Thursday_tagesschau_default-6,SUED SCHAUER NORD SCHAUER KURZ GEWITTER __OFF__
17April_2010_Saturday_tagesschau_default-12,video/test/17April_2010_Saturday_tagesschau_default-12/17April_2010_Saturday_tagesschau_default-12.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/17April_2010_Saturday_tagesschau_default-12/1,CSLR-IIGA/segmentation/test/17April_2010_Saturday_tagesschau_default-12,DIENSTAG HAUPTSAECHLICH SONNE ABER WOLKE AUCH HABEN WECHSELHAFT MOEGLICH REGEN ODER GEWITTER
17April_2010_Saturday_tagesschau_default-4,video/test/17April_2010_Saturday_tagesschau_default-4/17April_2010_Saturday_tagesschau_default-4.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/17April_2010_Saturday_tagesschau_default-4/1,CSLR-IIGA/segmentation/test/17April_2010_Saturday_tagesschau_default-4,NAECHSTE WOCHE LUFT KOMMEN MEHR KUEHL 
17April_2011_Sunday_tagesschau_default-0,video/test/17April_2011_Sunday_tagesschau_default-0/17April_2011_Sunday_tagesschau_default-0.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/17April_2011_Sunday_tagesschau_default-0/1,CSLR-IIGA/segmentation/test/17April_2011_Sunday_tagesschau_default-0,__ON__  WETTER WIE-AUSSEHEN MORGEN MONTAG ACHTZEHN APRIL __OFF__
17February_2010_Wednesday_heute_default-3,video/test/17February_2010_Wednesday_heute_default-3/17February_2010_Wednesday_heute_default-3.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/17February_2010_Wednesday_heute_default-3/1,CSLR-IIGA/segmentation/test/17February_2010_Wednesday_heute_default-3,TIEF KOMMEN MILD WEITER NORD KOMMEN HEUTE ABEND SCHNEE KOENNEN
17February_2010_Wednesday_heute_default-6,video/test/17February_2010_Wednesday_heute_default-6/17February_2010_Wednesday_heute_default-6.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/17February_2010_Wednesday_heute_default-6/1,CSLR-IIGA/segmentation/test/17February_2010_Wednesday_heute_default-6,BODEN GEFRIEREN FLUSS IX BERUHIGEN PLUS STEIGEN SONST REGION FROST __OFF__
17February_2010_Wednesday_tagesschau_default-9,video/test/17February_2010_Wednesday_tagesschau_default-9/17February_2010_Wednesday_tagesschau_default-9.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/17February_2010_Wednesday_tagesschau_default-9/1,CSLR-IIGA/segmentation/test/17February_2010_Wednesday_tagesschau_default-9,__ON__ WIND WEHEN MAESSIG  __OFF__
17February_2011_Thursday_heute_default-5,video/test/17February_2011_Thursday_heute_default-5/17February_2011_Thursday_heute_default-5.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/17February_2011_Thursday_heute_default-5/1,CSLR-IIGA/segmentation/test/17February_2011_Thursday_heute_default-5,TEMPERATUR NULL GRAD KALT NORD MINUS FUENF GRAD __OFF__
17February_2011_Thursday_heute_default-8,video/test/17February_2011_Thursday_heute_default-8/17February_2011_Thursday_heute_default-8.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/17February_2011_Thursday_heute_default-8/1,CSLR-IIGA/segmentation/test/17February_2011_Thursday_heute_default-8,SECHS BIS ACHT GRAD UNGEFAEHR PLUS __OFF__
17February_2011_Thursday_tagesschau_default-5,video/test/17February_2011_Thursday_tagesschau_default-5/17February_2011_Thursday_tagesschau_default-5.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/17February_2011_Thursday_tagesschau_default-5/1,CSLR-IIGA/segmentation/test/17February_2011_Thursday_tagesschau_default-5,TAG GANZTAGS MEHR STARK WOLKE ODER NEBEL SONNE KAUM
17January_2011_Monday_tagesschau_default-7,video/test/17January_2011_Monday_tagesschau_default-7/17January_2011_Monday_tagesschau_default-7.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/17January_2011_Monday_tagesschau_default-7/1,CSLR-IIGA/segmentation/test/17January_2011_Monday_tagesschau_default-7,SUED AUCH VIEL WOLKE ODER NEBEL ABER REGEN SUED KAUM  __OFF__
17July_2009_Friday_tagesschau_default-0,video/test/17July_2009_Friday_tagesschau_default-0/17July_2009_Friday_tagesschau_default-0.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/17July_2009_Friday_tagesschau_default-0/1,CSLR-IIGA/segmentation/test/17July_2009_Friday_tagesschau_default-0,__ON__ IN-KOMMEND WETTER WIE-AUSSEHEN MORGEN SAMSTAG ACHTZEHN JULI __OFF__
17July_2009_Friday_tagesschau_default-3,video/test/17July_2009_Friday_tagesschau_default-3/17July_2009_Friday_tagesschau_default-3.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/17July_2009_Friday_tagesschau_default-3/1,CSLR-IIGA/segmentation/test/17July_2009_Friday_tagesschau_default-3,KOMMEN KALT LUFT SO DESHALB WETTER WECHSELHAFT OST SUED
17July_2009_Friday_tagesschau_default-4,video/test/17July_2009_Friday_tagesschau_default-4/17July_2009_Friday_tagesschau_default-4.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/17July_2009_Friday_tagesschau_default-4/1,CSLR-IIGA/segmentation/test/17July_2009_Friday_tagesschau_default-4,HEUTE ABEND UEBERWIEGEND REGEN STARK GEWITTER  DEUTSCH WETTER DIENST SAGEN WARNUNG 
17June_2010_Thursday_tagesschau_default-8,video/test/17June_2010_Thursday_tagesschau_default-8/17June_2010_Thursday_tagesschau_default-8.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/17June_2010_Thursday_tagesschau_default-8/1,CSLR-IIGA/segmentation/test/17June_2010_Thursday_tagesschau_default-8,__ON__ AUCH DEUTSCH WETTER DIENST SCHON WARNUNG UNWETTER KOENNEN
17May_2010_Monday_heute_default-13,video/test/17May_2010_Monday_heute_default-13/17May_2010_Monday_heute_default-13.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/17May_2010_Monday_heute_default-13/1,CSLR-IIGA/segmentation/test/17May_2010_Monday_heute_default-13,KUEHL NAECHSTE BESSER SONNE KOMMEN DANN WARM  __OFF__
17May_2010_Monday_heute_default-15,video/test/17May_2010_Monday_heute_default-15/17May_2010_Monday_heute_default-15.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/17May_2010_Monday_heute_default-15/1,CSLR-IIGA/segmentation/test/17May_2010_Monday_heute_default-15,__ON__ JETZT SCHOEN ABEND MITTEILEN __OFF__
17October_2009_Saturday_tagesschau_default-11,video/test/17October_2009_Saturday_tagesschau_default-11/17October_2009_Saturday_tagesschau_default-11.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/17October_2009_Saturday_tagesschau_default-11/1,CSLR-IIGA/segmentation/test/17October_2009_Saturday_tagesschau_default-11,DIENSTAG RUHIG HERBST MIT REGEN SONNE TEIL NEBEL UND NEBEL __OFF__
17September_2010_Friday_tagesschau_default-2,video/test/17September_2010_Friday_tagesschau_default-2/17September_2010_Friday_tagesschau_default-2.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/17September_2010_Friday_tagesschau_default-2/1,CSLR-IIGA/segmentation/test/17September_2010_Friday_tagesschau_default-2,__ON__ A REGION WETTER BIS SUED DEUTSCHLAND KOMMEN GUT FREUNDLICH SONNE GUT 
18April_2010_Sunday_tagesschau_default-10,video/test/18April_2010_Sunday_tagesschau_default-10/18April_2010_Sunday_tagesschau_default-10.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/18April_2010_Sunday_tagesschau_default-10/1,CSLR-IIGA/segmentation/test/18April_2010_Sunday_tagesschau_default-10,DONNERSTAG MITTAG FREUNDLICH NORD REGEN SUED REGEN __OFF__
18April_2011_Monday_tagesschau_default-0,video/test/18April_2011_Monday_tagesschau_default-0/18April_2011_Monday_tagesschau_default-0.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/18April_2011_Monday_tagesschau_default-0/1,CSLR-IIGA/segmentation/test/18April_2011_Monday_tagesschau_default-0,__ON__ MORGEN WETTER WIE-AUSSEHEN DIENSTAG NEUNZEHN APRIL __OFF__
18December_2010_Saturday_tagesschau_default-0,video/test/18December_2010_Saturday_tagesschau_default-0/18December_2010_Saturday_tagesschau_default-0.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/18December_2010_Saturday_tagesschau_default-0/1,CSLR-IIGA/segmentation/test/18December_2010_Saturday_tagesschau_default-0,__ON__ JETZT WETTER WIE-AUSSEHEN MORGEN SONNTAG NEUNZEHNTE DEZEMBER __OFF__
18December_2010_Saturday_tagesschau_default-7,video/test/18December_2010_Saturday_tagesschau_default-7/18December_2010_Saturday_tagesschau_default-7.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/18December_2010_Saturday_tagesschau_default-7/1,CSLR-IIGA/segmentation/test/18December_2010_Saturday_tagesschau_default-7,__ON__ IX TEIL  REGEN GEFRIEREN ZUERST SCHWACH WEHEN
18December_2010_Saturday_tagesschau_default-8,video/test/18December_2010_Saturday_tagesschau_default-8/18December_2010_Saturday_tagesschau_default-8.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/18December_2010_Saturday_tagesschau_default-8/1,CSLR-IIGA/segmentation/test/18December_2010_Saturday_tagesschau_default-8,IX WEHEN IX WEHEN __OFF__
18February_2010_Thursday_tagesschau_default-10,video/test/18February_2010_Thursday_tagesschau_default-10/18February_2010_Thursday_tagesschau_default-10.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/18February_2010_Thursday_tagesschau_default-10/1,CSLR-IIGA/segmentation/test/18February_2010_Thursday_tagesschau_default-10,AUCH SONNE MOEGLICH SAMSTAG NORD WIND NAECHSTE WOCHE GLEICH WEITER SO __OFF__
18February_2011_Friday_tagesschau_default-2,video/test/18February_2011_Friday_tagesschau_default-2/18February_2011_Friday_tagesschau_default-2.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/18February_2011_Friday_tagesschau_default-2/1,CSLR-IIGA/segmentation/test/18February_2011_Friday_tagesschau_default-2,BESONDERS OST DEUTSCH LAND MEHR REGEN ODER SCHNEE
18February_2011_Friday_tagesschau_default-8,video/test/18February_2011_Friday_tagesschau_default-8/18February_2011_Friday_tagesschau_default-8.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/18February_2011_Friday_tagesschau_default-8/1,CSLR-IIGA/segmentation/test/18February_2011_Friday_tagesschau_default-8,SONST REGION FROST VOR REGION MINUS SECHS REGION SONST NOCH MINUS ZWEI GRAD REGION
18January_2010_Monday_tagesschau_default-12,video/test/18January_2010_Monday_tagesschau_default-12/18January_2010_Monday_tagesschau_default-12.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/18January_2010_Monday_tagesschau_default-12/1,CSLR-IIGA/segmentation/test/18January_2010_Monday_tagesschau_default-12,__ON__ REGION SECHS GRAD REGION MINUS EINS BIS FUENF GRAD __OFF__
18January_2011_Tuesday_tagesschau_default-0,video/test/18January_2011_Tuesday_tagesschau_default-0/18January_2011_Tuesday_tagesschau_default-0.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/18January_2011_Tuesday_tagesschau_default-0/1,CSLR-IIGA/segmentation/test/18January_2011_Tuesday_tagesschau_default-0,__ON__ JETZT WETTER VORAUS INFORMIEREN MORGEN MITTWOCH NEUNZEHN JANUAR __OFF__
18January_2011_Tuesday_tagesschau_default-3,video/test/18January_2011_Tuesday_tagesschau_default-3/18January_2011_Tuesday_tagesschau_default-3.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/18January_2011_Tuesday_tagesschau_default-3/1,CSLR-IIGA/segmentation/test/18January_2011_Tuesday_tagesschau_default-3,SONNE SELTEN NUR WOLKE HAUPTSAECHLICH 
18July_2009_Saturday_tagesschau_default-2,video/test/18July_2009_Saturday_tagesschau_default-2/18July_2009_Saturday_tagesschau_default-2.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/18July_2009_Saturday_tagesschau_default-2/1,CSLR-IIGA/segmentation/test/18July_2009_Saturday_tagesschau_default-2,__ON__ KOMMEN TIEF DRUCK DESHALB DEUTSCHLAND REGEN KUEHL REGEN
18July_2009_Saturday_tagesschau_default-6,video/test/18July_2009_Saturday_tagesschau_default-6/18July_2009_Saturday_tagesschau_default-6.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/18July_2009_Saturday_tagesschau_default-6/1,CSLR-IIGA/segmentation/test/18July_2009_Saturday_tagesschau_default-6,ANDERE MAESSIG SUED ALPEN SUED NACHT SECHS MAXIMAL FUENFZEHN FLUSS
18May_2010_Tuesday_heute_default-7,video/test/18May_2010_Tuesday_heute_default-7/18May_2010_Tuesday_heute_default-7.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/18May_2010_Tuesday_heute_default-7/1,CSLR-IIGA/segmentation/test/18May_2010_Tuesday_heute_default-7,__ON__ MORGEN REGEN KOMMEN WEST KOMMEN SPEZIELL BADEN WUERTTEMBERG BAYERN REGION __OFF__
18November_2009_Wednesday_tagesschau_default-0,video/test/18November_2009_Wednesday_tagesschau_default-0/18November_2009_Wednesday_tagesschau_default-0.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/18November_2009_Wednesday_tagesschau_default-0/1,CSLR-IIGA/segmentation/test/18November_2009_Wednesday_tagesschau_default-0,__ON__ JETZT WIE-AUSSEHEN WETTER MORGEN DONNERSTAG NEUNZEHN NOVEMBER __OFF__
18November_2009_Wednesday_tagesschau_default-3,video/test/18November_2009_Wednesday_tagesschau_default-3/18November_2009_Wednesday_tagesschau_default-3.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/18November_2009_Wednesday_tagesschau_default-3/1,CSLR-IIGA/segmentation/test/18November_2009_Wednesday_tagesschau_default-3,IN-KOMMEND RUHIG FREUNDLICH HERBST  __OFF__
18November_2011_Friday_tagesschau_default-2,video/test/18November_2011_Friday_tagesschau_default-2/18November_2011_Friday_tagesschau_default-2.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/18November_2011_Friday_tagesschau_default-2/1,CSLR-IIGA/segmentation/test/18November_2011_Friday_tagesschau_default-2,__ON__ HOCH LUFT MEISTENS KOMMEN WOCHENENDE NAECHSTE ANFANG WOCHE WIE-IMMER SO __OFF__
19April_2010_Monday_heute_default-17,video/test/19April_2010_Monday_heute_default-17/19April_2010_Monday_heute_default-17.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/19April_2010_Monday_heute_default-17/1,CSLR-IIGA/segmentation/test/19April_2010_Monday_heute_default-17,__ON__ GUT SCHOEN ABEND MITTEILEN __OFF__
19February_2010_Friday_tagesschau_default-3,video/test/19February_2010_Friday_tagesschau_default-3/19February_2010_Friday_tagesschau_default-3.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/19February_2010_Friday_tagesschau_default-3/1,CSLR-IIGA/segmentation/test/19February_2010_Friday_tagesschau_default-3,NAEHE TIEF LUFT DRUCK STARK UNTERSCHIED DESHALB TEIL WIND
19February_2011_Saturday_tagesschau_default-0,video/test/19February_2011_Saturday_tagesschau_default-0/19February_2011_Saturday_tagesschau_default-0.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/19February_2011_Saturday_tagesschau_default-0/1,CSLR-IIGA/segmentation/test/19February_2011_Saturday_tagesschau_default-0,__ON__ WETTER WIE-AUSSEHEN MORGEN SONNTAG ZWANZIG AUGUST FEBRUAR __OFF__
19January_2011_Wednesday_heute_default-12,video/test/19January_2011_Wednesday_heute_default-12/19January_2011_Wednesday_heute_default-12.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/19January_2011_Wednesday_heute_default-12/1,CSLR-IIGA/segmentation/test/19January_2011_Wednesday_heute_default-12,UND NICHT-IMMER KOMMEN SCHNEE SCHNEIEN SCHOEN ABEND EUCH MACHEN GUT __OFF__
19January_2011_Wednesday_heute_default-9,video/test/19January_2011_Wednesday_heute_default-9/19January_2011_Wednesday_heute_default-9.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/19January_2011_Wednesday_heute_default-9/1,CSLR-IIGA/segmentation/test/19January_2011_Wednesday_heute_default-9,TROCKEN LUFT DAZU BISSCHEN KALT FRISCH NORD WEHEN
19March_2011_Saturday_tagesschau_default-2,video/test/19March_2011_Saturday_tagesschau_default-2/19March_2011_Saturday_tagesschau_default-2.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/19March_2011_Saturday_tagesschau_default-2/1,CSLR-IIGA/segmentation/test/19March_2011_Saturday_tagesschau_default-2,__ON__ REGION KOMMEN STARK DANN VIEL SONNE
19March_2011_Saturday_tagesschau_default-9,video/test/19March_2011_Saturday_tagesschau_default-9/19March_2011_Saturday_tagesschau_default-9.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/19March_2011_Saturday_tagesschau_default-9/1,CSLR-IIGA/segmentation/test/19March_2011_Saturday_tagesschau_default-9,MORGEN TEMPERATUR FUENF NORD BIS DREIZEHN FLUSS
19November_2009_Thursday_tagesschau_default-0,video/test/19November_2009_Thursday_tagesschau_default-0/19November_2009_Thursday_tagesschau_default-0.mp4,data/phoenix-2014.v3/phoenix2014-release/phoenix-2014-multisigner/features/fullFrame-210x260px/test/19November_2009_Thursday_tagesschau_default-0/1,CSLR-IIGA/segmentation/test/19November_2009_Thursday_tagesschau_default-0,__ON__ JETZT WIE-AUSSEHEN  WETTER MORGEN FREITAG ZWANZIG NOVEMBER __OFF__
